GEOID	ANSICODE	NAME	POP10	HU10	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG 
6545	02418602	Goodnews Bay ANVSA	243	82	9645305	0	3.724	0.000	59.128713	-161.575656
6550	02418603	Grayling ANVSA	194	63	28393442	32864	10.963	0.013	62.895443	-160.111792 
6560	02418604	Gulkana ANVSA	136	82	11215283	0	4.330	0.000	62.268861	-145.373832
6570	02418609	Hamilton ANVSA	0	1	13105564	397340	5.060	0.153	62.891157	-163.853664 
6575	02418613	Healy Lake ANVSA	13	38	122683832	21452190	47.368	8.283	63.982883	-144.701506
6585	02418617	Holy Cross ANVSA	178	86	78192358	18269017	30.190	7.054	62.187014	-159.856076
6590	02418618	Hoonah ANVSA	760	399	15555017	3319364	6.006	1.282	58.110820	-135.425471
6595	02418619	Hooper Bay ANVSA	1093	283	21291386	843347	8.221	0.326	61.535469	-166.121735
6605	02418621	Hughes ANVSA	78	41	10212134	2934837	3.943	1.133	66.049285	-154.232734
6610	02418622	Huslia ANVSA	275	105	42564926	1670600	16.434	0.645	65.706970	-156.305807
6615	02418623	Hydaburg ANVSA	376	139	1506298	5839	0.582	0.002	55.204120	-132.818341
6620	02418625	Igiugig ANVSA	50	19	53296292	4000528	20.578	1.545	59.305274	-155.867323 
6625	02418627	Iliamna ANVSA	109	58	96171235	1201114	37.132	0.464	59.779038	-154.875279
6630	02418629	Inalik ANVSA	115	47	7357539	0	2.841	0.000	65.753769	-168.923151
6650	02418632	Ivanof Bay ANVSA	7	12	10860665	0	4.193	0.000	55.918199	-159.493298 
6670	02418635	Kake ANVSA	557	290	23210323	15564766	8.962	6.010	56.977698	-133.904393 
6680	02418636	Kaktovik ANVSA	239	87	1868602	583167	0.721	0.225	70.121207	-143.629531 
6685	02418638	Kalskag ANVSA	210	74	9549628	1150450	3.687	0.444	61.539139	-160.348716 
6690	02418639	Kaltag ANVSA	190	87	55917062	15595706	21.590	6.022	64.313823	-158.779727
6700	02418641	Karluk ANVSA	37	21	63174486	2854041	24.392	1.102	57.590376	-154.364949
6705	02418643	Kasaan ANVSA	49	44	15542296	1265457	6.001	0.489	55.556100	-132.399388
6710	02418644	Kasigluk ANVSA	569	121	31290182	2699394	12.081	1.042	60.864056	-162.537863
6720	02418648	Kenaitze ANVSA	32902	16704	5074007169	251733389	1959.085	97.195	60.506496	-150.618631
6725	02575182	Ketchikan ANVSA	12742	5724	55949693	266569	21.602	0.103	55.371516	-131.669594 
6730	02418650	Kiana ANVSA	363	150	2865627	0	1.106	0.000	66.978430	-160.431808
6735	02418652	King Cove ANVSA	938	229	30280355	6474531	11.691	2.500	55.066682	-162.288933 
6740	02575183	King Salmon ANVSA	167	112	25776356	302763	9.952	0.117	58.722081	-156.709443
6750	02418656	Kipnuk ANVSA	639	176	51773656	821796	19.990	0.317	59.940130	-164.067409 
6755	02418658	Kivalina ANVSA	374	99	3874039	6384782	1.496	2.465	67.728579	-164.539688
6765	02418659	Klawock ANVSA	591	279	1809430	688254	0.699	0.266	55.552274	-133.096868 
6785	02418661	Knik ANVSA	65768	31286	17840898604	1233935593	6888.410	476.425	62.054896	-150.335548
6790	02418664	Kobuk ANVSA	151	51	42007620	1347622	16.219	0.520	66.924092	-156.904679
6795	02575184	Kodiak ANVSA	0	2	126102312	993073	48.688	0.383	57.855447	-152.568317
6800	02418666	Kokhanok ANVSA	170	65	53938507	304137	20.826	0.117	59.413337	-154.747452
6810	02418669	Kongiganak ANVSA	439	102	4868018	279431	1.880	0.108	59.964458	-162.882863
6815	02418671	Kotlik ANVSA	577	148	9785486	1878918	3.778	0.725	63.028875	-163.535732 
6820	02418672	Kotzebue ANVSA	3201	1160	69717781	4361738	26.918	1.684	66.870452	-162.511447
6825	02418673	Koyuk ANVSA	332	99	12350345	0	4.768	0.000	64.939607	-161.151272
6830	02418674	Koyukuk ANVSA	96	54	14511944	290257	5.603	0.112	64.902278	-157.694303
6835	02418675	Kwethluk ANVSA	721	231	26047290	4035206	10.057	1.558	60.791070	-161.426777
6840	02418676	Kwigillingok ANVSA	321	106	61487855	226611	23.741	0.087	59.876315	-163.158336 
6845	02418678	Kwinhagak ANVSA	669	187	11331095	2481888	4.375	0.958	59.755441	-161.899796 
6850	02575185	Lake Minchumina ANVSA	11	21	9994973	1038607	3.859	0.401	63.896717	-152.324326
6855	02418682	Larsen Bay ANVSA	87	70	13959500	5717266	5.390	2.207	57.550964	-154.004902
6860	02575186	Lesnoi ANVSA	0	5	6250334	313897	2.413	0.121	57.778753	-152.336381
6865	02418684	Levelock ANVSA	69	48	31328844	0	12.096	0.000	59.080210	-156.905229
6875	02418686	Lime Village ANVSA	29	27	198111275	5673660	76.491	2.191	61.348183	-155.374403 
6890	02418690	Lower Kalskag ANVSA	282	82	3167755	1280459	1.223	0.494	61.515813	-160.357635 
6895	02418700	McGrath ANVSA	346	195	122546993	18495815	47.316	7.141	62.938077	-155.548556 
6900	02418694	Manley Hot Springs ANVSA	89	114	38991603	0	15.055	0.000	65.005862	-150.614693 
6905	02418696	Manokotak ANVSA	442	138	92557099	3641829	35.736	1.406	59.003785	-158.995236 
6910	02418697	Marshall ANVSA	414	108	11866364	10495	4.582	0.004	61.881129	-162.060842
6915	02418698	Mary's Igloo ANVSA	0	5	1152435	125006	0.445	0.048	65.153439	-165.073375
6935	02418705	Mekoryuk ANVSA	191	86	16491475	14094	6.367	0.005	60.370730	-166.266987 
6945	02418707	Mentasta Lake ANVSA	92	54	97848588	4425154	37.780	1.709	62.903626	-143.702675 
6965	02418713	Minto ANVSA	210	94	7833799	0	3.025	0.000	65.151781	-149.372384 
6975	02418719	Mountain Village ANVSA	813	211	279969139	82410702	108.097	31.819	62.121302	-163.876357
6990	02418721	Naknek ANVSA	544	460	211212803	1710229	81.550	0.660	58.798573	-156.904680 
6995	02418725	Nanwalek ANVSA	254	73	21716626	35731	8.385	0.014	59.326523	-151.923902 
7005	02418727	Napaimute ANVSA	2	14	65245335	8317624	25.191	3.211	61.557110	-158.703037
7010	02418728	Napakiak ANVSA	354	114	11419091	1595548	4.409	0.616	60.682896	-161.998964
7020	02418729	Napaskiak ANVSA	405	135	9394241	912641	3.627	0.352	60.697551	-161.748891 
7025	02418732	Nelson Lagoon ANVSA	52	32	11816252	195536	4.562	0.075	55.976164	-161.310503
7030	02418734	Nenana ANVSA	378	215	15268757	147275	5.895	0.057	64.537903	-149.071851 
7035	02418738	Newhalen ANVSA	190	51	15288003	6029866	5.903	2.328	59.736860	-154.900770 
7040	02418736	New Koliganek ANVSA	209	66	43316958	889838	16.725	0.344	59.696580	-157.224952 
7050	02418737	New Stuyahok ANVSA	510	130	84130391	5778496	32.483	2.231	59.485550	-157.308109
7055	02418739	Newtok ANVSA	354	72	21552167	306524	8.321	0.118	60.810993	-164.499110
7065	02418741	Nightmute ANVSA	261	55	13573022	11658	5.241	0.005	60.483761	-164.704857
7070	02418744	Nikolai ANVSA	94	48	11910122	735984	4.599	0.284	62.998530	-154.374610
7075	02418745	Nikolski ANVSA	18	23	50875629	1896270	19.643	0.732	52.897502	-168.943928
7080	02418747	Ninilchik ANVSA	14512	8976	2327596355	1372963291	898.690	530.104	59.985333	-151.507668 
7085	02418749	Noatak ANVSA	514	114	41968774	1778539	16.204	0.687	67.589497	-163.010332
7095	02575187	Nome ANVSA	3681	1701	323953028	22518824	125.079	8.695	64.506408	-165.258689
7100	02419145	Nondalton ANVSA	164	94	21268101	1509259	8.212	0.583	59.976557	-154.863921
